Run,Fill,LumiEosOld,Fill Start,Fill End,Energy [GeV],Filling Scheme,Stable B. time [h],Turnaround time [h],Injection time [h],Ramp time [h],Particle B1,Particle B2,# Bunches B1,# Bunches B2,# Coll. IP 1/5,# Coll. IP 2,# Coll. IP 8,beta* IP 1 [m],beta* IP 5 [m],beta* IP 2 [m],beta* IP 8 [m],Xing Angle IP 1 [urad],Xing Angle IP 5 [urad],Xing Angle IP 2 [urad],Xing Angle IP 8 [urad],Spectrometer IP 2 [urad],Spectrometer IP 8 [urad],Intensity B1 [1e11 ppb],Intensity B2 [1e11 ppb],Bnch Len B1 [ns],Bnch Len B2 [ns],Emittance B1 H [um],Emittance B1 V [um],Emittance B2 H [um],Emittance B2 V [um],ATLAS Peak Lumi [Hz/ub],CMS Peak Lumi [Hz/ub],ALICE Peak Lumi [Hz/ub],LHCb Peak Lumi [Hz/ub],Lumi Lifetime Start [h],Lumi Lifetime End [h],ATLAS Int. Lumi [1/nb],CMS Int. Lumi [1/nb],ALICE Int. Lumi [1/nb],LHCb Int. Lumi [1/nb],scale_x,Flux1_eos,Flux11_eos,Flux3_eos,Flux13_eos,Flux1_st,Flux11_st,Flux3_st,Flux13_st,FluxErr1_eos,FluxErr11_eos,FluxErr3_eos,FluxErr13_eos,FluxErr1_st,FluxErr11_st,FluxErr3_st,FluxErr13_st,nEvents,nTracks1,nTracks1Total,nTracks11,nTracks11Total,nTracks3,nTracks3Total,nTracks13,nTracks13Total,scale
10359,10383.0,0.0686330000000000,1731895810000.0,1731920838000.0,6799.44,50ns_1240b_1032_1032_557_56bpi_PbPb,3.817778,2.960833,1.971944,0.354722,PB82,PB82,1240.0,1240.0,1032.0,1032.0,557.0,0.5,0.5,0.5,1.5,150.0,150.0,150.0,-210.0,,,0.196614,0.197057,0.0,0.0,2.777067,2.415722,2.730368,2.07906,0.006485,0.00648,0.006657,0.001559,21735.342957,11832.076211,0.072088,0.070456,0.0755660000000000,0.0178440000000000,100.0,19804.816553000001,18774.60546900000,18899.162174000001,19085.214125999999,18855.74853500000,17874.906269999999,17993.49408400000,18170.63022700000,446.166219000000,424.3277350000000,462.703026000000,622.119291000000,424.7854560000000,403.9934950000000,440.5298010000000,592.3066690000001,52185282.0,10700.0,36112.0,11325.0,33692.0,9377.0,32697.0,9445.0,31393.0,100.0
10371,10387.0,0.0193870000000000,1731970563000.0,1732000074000.0,6799.44,50ns_451b_338_338_320_56bpi_11inj_3INDIVs_800ns_bs100ns,2.413056,19.758889,1.9425,0.356389,PB82,PB82,451.0,451.0,338.0,338.0,320.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.2063390000000000,0.197297,0.0,0.0,2.627906,2.320847,2.673981,2.029761,0.0034140000000000,0.0035830000000000,0.003183,0.001263,12226.339039,12226.339039,0.020264,0.0202520000000000,0.006798,0.0081050000000000,100.0,20728.07665500000,19523.99254700000,18943.62550400000,19371.51883000000,19831.23775200000,18679.25058900000,18123.994209000000,18533.37393200000,466.9755870000000,441.2738880000000,463.80205500000000,631.459771000000,446.771017000000,422.1813500000000,443.7347940000000,604.1384859999999,15805979.0,3159.0,10387.0,3283.0,9725.0,2655.0,9468.0,2708.0,9090.0,100.0
10375,10388.0,0.0800550000000000,1732000074000.0,1732030982000.0,6799.44,50ns_1240b_1032_1032_557_56bpi_PbPb,5.307778,3.035556,1.753611,0.355278,PB82,PB82,1240.0,1240.0,1032.0,1032.0,557.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.18875,0.197683,0.0,0.0,2.717859,2.207788,2.648224,1.992733,0.006464,0.00646,0.006517,0.001557,19883.494788,14413.802871,0.084723,0.084292,0.091179,0.021588,100.0,20348.97280800000,19437.00634500000,19394.22293800000,19629.507525000001,19227.8624430000,18366.140041999999,18325.71375200000,18548.035523999999,458.4243790000000,439.2981080000000,474.8227680000000,639.8610520000000,433.1678550000000,415.0953300000000,448.6627880000000,604.6084200000000,64053724.0,12857.0,43552.0,13691.0,40571.0,11224.0,39903.0,11331.0,38324.0,100.0
10382,10391.0,0.0110360000000000,1732039405000.0,1732051091000.0,6799.32,50ns_1240b_1032_1032_557_56bpi_PbPb,0.516389,5.1175,1.604722,0.3555560000000000,PB82,PB82,1240.0,1240.0,1032.0,1032.0,557.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.192281,0.19496,0.0,0.0,2.744697,2.464002,2.613762,2.105901,0.006437,0.006463,0.006476,0.001523,1404.966872,1404.966872,0.0115290000000000,0.011055,0.011247,0.0027,100.0,20418.10326800000,19395.759334999999,19140.79937400000,19692.754622000000,19544.17257500000,18565.586758000001,18321.53953200000,18849.87012400000,460.0032730000000,438.3854900000000,468.6403940000000,641.9393219999999,440.3143250000000,419.6218210000000,448.5817610000000,614.4631910000001,8996369.0,1815.0,6127.0,1887.0,5692.0,1527.0,5558.0,1567.0,5396.0,100.0
10386,10392.0,0.0695770000000000,1732051091000.0,1732088446000.0,6799.44,50ns_1240b_1032_1032_557_56bpi_PbPb,3.914444,2.712222,1.521944,0.355278,PB82,PB82,1240.0,1240.0,1032.0,1032.0,557.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.1930130000000000,0.197025,0.0,0.0,2.708802,2.372225,2.633786,2.050675,0.006479,0.006661,0.006493,0.001538,21954.460558,11594.654322,0.073079,0.071575,0.075714,0.0173200000000000,100.0,19313.189457000000,18423.80006600000,18360.537229000001,18589.184366000001,18387.70325000000,17540.933314999998,17480.702026999999,17698.392414000002,435.090807000000,416.3991470000000,449.5160800000000,605.9502850000000,414.24129699999997,396.44533899999999,427.9753120000000,576.9132049999999,54799248.0,10627.0,36298.0,11242.0,33801.0,9235.0,32877.0,9326.0,31754.0,100.0
10401,10397.0,0.0918770000000000,1732142706000.0,1732179100000.0,6799.44,50ns_1240b_1032_1032_557_56bpi_PbPb,7.295556,21.882778,1.696111,0.355278,PB82,PB82,1240.0,1240.0,1032.0,1032.0,557.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.191084,0.1947890000000000,0.0,0.0,2.667693,2.249353,2.680794,2.052807,0.006433,0.006463,0.006443,0.0015630000000000,20155.16615,15776.651311,0.098154,0.095986,0.1050530000000000,0.026588,100.0,19514.27249600000,18642.239867000000,18371.233311000000,18626.82741000000,18266.344179000000,17450.077615999999,17196.40179900000,17435.650779000000,439.6198370000000,421.3352200000000,449.7769610000000,607.1765840000000,411.50635999999997,394.3910360000000,421.01394199999999,568.3479350000000,70514966.0,14157.0,47849.0,15020.0,44745.0,12202.0,43394.0,12340.0,41785.0,100.0
10406,10398.0,0.0907930000000000,1732179100000.0,1732229793000.0,6799.44,50ns_1240b_1032_1032_557_56bpi_PbPb,7.254722,6.501389,2.458611,0.3555560000000000,PB82,PB82,1240.0,1240.0,1032.0,1032.0,557.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.1946800000000000,0.195811,0.0,0.0,2.652163,2.124922,2.582625,2.012139,0.006467,0.006472,0.006637,0.0016150000000000,24040.139688,7011.14516,0.096896,0.094975,0.101771,0.025738,100.0,19717.20304900000,18673.69249500000,18595.167715000000,18804.945804999999,18475.308962999999,17497.52424100000,17423.945368000001,17620.51052200000,444.1914850000000,422.0461130000000,455.2594740000000,612.9826950000000,416.2139480000000,395.4634090000000,426.5848160000000,574.3737920000000,69820371.0,13747.0,46179.0,14472.0,43166.0,11878.0,41964.0,11987.0,40537.0,100.0
10411,10400.0,0.0887480000000000,1732234059000.0,1732268849000.0,6799.44,50ns_1240b_1032_1032_557_56bpi_PbPb,6.669167,,1.645278,0.355,PB82,PB82,559.0,569.0,1032.0,1032.0,557.0,0.5,,0.5,,150.0,150.0,-150.0,-210.0,,,0.4417930000000000,0.432607,0.0,0.0,2.757945,2.113921,2.821165,2.060235,0.006439,0.006488,0.006469,0.00172,26461.8339,7566.070161,0.093831,0.092227,0.09903,0.023729,100.0,18474.78001700000,17556.239632000001,17527.372852000000,17720.94423600000,17473.911491999999,16605.132899000000,16577.829972000000,16760.91465500000,416.20229300000000,396.7906710000000,429.11724800000002,577.6478069999999,393.6545940000000,375.2945940000000,405.869884000000,546.3538210000000,67959050.0,12973.0,45970.0,13694.0,42912.0,11245.0,41919.0,11340.0,40288.0,100.0
10414,10401.0,0.064792000000000,1732268849000.0,1732293326000.0,6799.56,50ns_1240b_1032_1032_557_56bpi_PbPb,3.530278,3.152222,2.019722,0.3555560000000000,PB82,PB82,1240.0,1240.0,1032.0,1032.0,557.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.193527,0.194145,0.0,0.0,2.655345,2.177837,2.739175,2.046065,0.006445,0.006478,0.0066,0.001556,20584.801656,11142.632871,0.067973,0.067035,0.071535,0.016597,100.0,19264.2606410000,18363.001509999998,18392.93406200000,18613.656800000001,18362.623997999999,17503.547033999999,17532.078635000002,17742.470754999998,433.9888330000000,415.0253080000000,450.3095360000000,606.7482330000000,413.67659500000002,395.6006310000000,429.2334310000000,578.3502350000000,49041200.0,9650.0,33017.0,10278.0,30809.0,8441.0,29933.0,8524.0,28858.0,100.0
10422,10404.0,0.0576130000000000,1732320271000.0,1732344479000.0,6798.96,50ns_1240b_1032_1032_557_56bpi_PbPb,3.406944,9.778889,1.801111,0.355,PB82,PB82,1184.0,1128.0,920.0,920.0,407.0,0.5,0.5,0.5,1.5,150.0,150.0,-150.0,-210.0,,,0.193472,0.195506,0.0,0.0,2.832461,2.534843,2.645546,2.060124,0.006441,0.006469,0.006318,0.001436,13149.438704,10430.825375,0.060338,0.060237,0.0573770000000000,0.012019,100.0,19740.420823000000,18873.26631100000,18838.40349900000,19014.47521400000,18848.8245120000,18020.83592100000,17987.547724000000,18155.666980999998,444.7162820000000,426.5582640000000,461.2162880000000,619.8140250000000,424.6302160000000,407.2923230000000,440.3849830000000,591.819490000000,44155900.0,8930.0,29877.0,9517.0,28020.0,7846.0,27295.0,7899.0,26228.0,100.0

